vote,comment
14,الكل يقول أنه فيروس انتقامي لما يفعله الصينيون بإخواننا المسلمين ولم يفكر أحد بأن يكون فيروس سياسي واقتصادي، وان تكون محاولة جديدة من امريكا من اجل تدمير اقتصاد الصين المتصاعد بعد عدة محاولات لم تنجح 100%، هل يمكن أن تنجح هذه محاولة؟ سؤال ستجيب عنه الأشهر القادمة.
-9,العلماء الحقيقيين الان منكبين فى المختبرات لايجاد مصل لهذا الفيروس فى حين من يسمونهم (علماء الدين ) الذين لا يفقهون فى شىء سوي العنعنات . السؤال بم أفاد البشرية هؤلاء من يسمونهم علماء الدين ؟
-7,الانسان الصيني انسان مجتهد ومثابر ولا خوف على اقتصادهم .الصينيون ياكلون كل شىىء لان عددهم كثير جدا ولانهم احرار لا يحكمهم الموتى ولا ننسى أن اجدادنا كانوا ياكلون الجراد والذياب والثعالب وينتظرون المساعدات من الدول اخرى كالحبوب والحليب .
16,ان الله يمهل ولا يهمل،الصين تجني ثمار افعالها وثقافتها ونمطها الغذائي الذي لا يختلف عن النظام الغذائي للحيوانات،شعب مقرف،مقزز،رغم تطورها العلمي الا انها متخلفة ولا تحترم معايير الصحة،الى مزبلة التاريخ.
11,إني أدعو السلطات المغربي إن كان بهم وطنية و خوف على الشعب المغربي البسيط أن يطردوا هؤلاء الصينيين لأنهم حاملي الفيروس الخطير. ماذا تنتظرون أقطعوا العلاقة مع هؤلاء البشر حتى يذهب هذا الخطر.
8,"يقول الله تعالى ""وما يعلم جنود ربك إلاّ هو"""
-2,عدد الموتى بسبب السرطان وامراض القلب والشراييين،وضحايا حوادث السير،في العالم،هذا الاسبوع يقدر ب 26000 شخص،ما رأيكم ايهما اخطر على الحيات البشرية،افتحوا عقولكم انه التهويل.
2,أرى أن الفيروس تحت السيطرة ومن الطبيعي أن يزداد عدد الوفيات لأن الضحايا من المصابين سابقا .أما ما تبقى من الأيام وبعد عشر أيام على أكثر تقدير سيبدأ العدد في تنازل .
31,ما فائدة انتاج كل هاته الماسكات ؟ على الصينيون تغيير سلوكهم فالعالم كله اصبح لا يطيقهم ياكلون حيوانات غريبة بسببهم تنتشر الفيروسات ويلوثون الكرة الأرضية بسبب الانتاج والاستهلاك المفرط عليهم خفض عددهم الى 300 مليون نسمة حفاظا على سلامة البشرية و سلامة الكرة الأرضية والمناخ والبيئة
0,ردا على أخ باعمراني .الحمد لله على الصين كون ما ماكنتش الصين كون كاع ما زالت تلفزة كتبدا حتى 6 لعشية و تسالي في 10 الليل.
1,الصين شعب الانتاج، الصين يبني مستشفى في وقت قياسي لعلاج المصابين بفيروس كورونا. الصين تنافس وتزاحم الولايات المتحدة الامريكية اقتصاديا. الصين رائدة في كل شيء، حتى في الأمراض.
4,الصين ستخرب العالم عما قريب، هناك تقارير عن تخريب الصين لدول افريقيا السوداء بيئيا واقتصاديا، والان جاء دور الأمراض
7,حفض الله المغرب ملكا وشعبا تجرعو ما فعلتم مع المسلمين طبعا نعرف انهم مسلمون افضل من العرب لدالك ستجاب الله سريعا لهم
39,نسأل الله اللطف والسلامة...لهذه الطوارئ الخطيرة الناجمة عن توقع إنتشار الفيروسات والاوبئة تستعد الدول الراقية وتبني وتجهز المستشفيات وتشجع البحت العلمي....!!! أما نحن ضعاف نسأل الله ان يجنبنا المصائب وان يحفظ كل الامة الإسلامية.
21,لا يعلم جنوده إلا هو. صدق الله العظيم
17,"قال رسول الله صلى الله عليه وسلم ""إنّ في الحبّة السوداء شفاء مِنْ كل داء إلا السام"" رواه البخاري ومسلم. لهذا فأنا أدعو جميع الباحثين وعلماء الطب لأخذ الحديث الشريف بمحمل الجد وتخصيص جناح بمختبراتهم للحبة السوداء ودراستها وتحديد منافعها واستخلاص العلاج منها لما عجزو عنه حتى الآن كفيروس كورونا"
10,هاذ المرض الله ينجينا منو من عينيك يمكن يذخل وكذلك يخرج أو هاذ الفيروس كيطير...القضية مافيهاش اللعب
20,اللهم اشفنا انت الشافي لا شفاء إلا شفاؤك شفاء لا يغادر سقما
11,ولماذا لم تلغي الخطوط الملكية المغربية رحلاتها الصين ؟ هل نحن احسن من المانيا ؟او نحن طماعون اكثر من المانيا وبريطانيا واندونيسا ؟ام نحن حمقى لا ندرك مكامن الخطر ولا نهتم لصحة الإنسان المغربي؟....أسئلة تحتاج اجوبة من ولاة الأمر ،عليهم ان يقفوا الان امام انفسهم وامام الله وامام الأمانة التي حملوها.....بان مصير شعب لاحول ولا قوة له في أيديهم...وهم العارفون بان الميزانية والنظام الصحي بالبلد لا يحتمل حتى مرض بسيط فكيف بوباء ..انهك الصين بقوتها....كنا كفقراء وبسطاء ومداويخ الشعب ننتظر راي المجلس الديني الاعلى ان يفتي بما هو موافق للشرع،.لكن يظهر انه يراقب الهلال فقط ...وليس متابعا لما يقع في هذه الارض..فقهاؤه غارقون في ادبياتهم العتيقة..وكنا نأمل من النقابات الصحية ان تعي حجم الثقل الذي تتحمله ..وتفعل كما فعلت نقابات الصحة بهونغ كونغ للضغط على الحكومة لاتحاد اقصى درجات الحيطة..ومنها الغاء رحلات الطيران وتبين ايضا ان النقابات الصحية تخرج عندما يتعلق الامر بالمال فقط .....كنا ننتظر أن يعرف ولاة الأمر اننا بشر ايضا نخاف ونفزع ونحب ونريد ان نعيش بكرامة فقط
0,الغرب اكثر وقاحة مما يظن اغلب الناس ستجد هدا الفيروس من انتاج احد مختبرات الغرب بإيعاز من مخابرات امريكا او ربيبتها اسرائيل باش يدخلون الصين سوق راسها و يساوموها باللقاح مقابل تنازلات اقتصادية ونتذكر ما كانو قد فعلوه مع اليابان للحد من فورتها الاقتصادية انهم يجيدون اللعب الوسخ و اللكم تحت الحزام هده سياستهم او ما يعرف بسياسة العصى و الجزرة قبح الله اليهود.
11,الادوية هي براميل الفوسفور ، صواريخ كراد، وطائرات الدرون المقنبلة وقد جربت هده المضادات في اطفال ونساء وشيوخ سوريا الشهداء.
-37,واصلوا عملكم يا كفرة ،أما نحن سنكتفي بالدعاء والحبة السوداء وحين يأتي الفرج سنجد أن العلاج قد اكتشفناه قبل ١٤٠٠ سنة...
14,الاشكال هو لو انتقل الفيروس إلى دول فقيرة ولا تملك أنظمة صحية عالية ولا اطر دات كفاءة عالية،ولديها موارد مادية قليلة ميزانيات صغيرة لا تكفي لسد حاجيات يومية ،هنا يجب على هذه الدول اتخاد تدابير صارمة جدا اكثر من الدول المتقدمة وعلى المغرب وقف الخط المباشر مع الصين شركات كبرى وقفت رحلاتها اخرها العال الإسرائلية و..خطوط اخرى..الأسئلة الكبرى هي هل ميزانية المغرب تسمح بمواجهة وباء ؟هل نعتمد على مساعدات اجنبية ام ماذا؟ هل نلجا للقروض ؟. الأطر والبنيات التحتية هل مهيأءة فعلا اهكذا سيناريو لا قدر الله ..هذا ما يجب ان يثحدت عنه البرلمان والحكومة وكل مسؤول ..نحتاج لتصور شامل..ميزانية الصحة بالمغرب ضعيفة جدا وغياب مختبرات البحث العلمي وبالكاد تواجه امراض كالسكري والزكام.نحتاج لتفكير جماعي هذه الايام....تفكير عميق ومنطقي وليس تفكير الحبة السوداء
10,هنا يكمن الفرق، بين أطباء أجلاء يسعون لإنقاذ البشرية من خطر داهم، و بين أطباء نصابين يمتصون دماء المرضى بشتى الوسائل ( عمليات جراحية غير لازمة، مكوث زائد بالمستشفى، أثمنة جد مرتفعة مقابل خدمات متواضعة، الأداء في النوار) و ينتظمون في ما بينهم عبر شبكات منظمة.
7,لطفك يارب استر امتنا المسلمة وباقي العالم من هدا المرض الخبيث
79,البشرية تتجه نحو الهاوية ليس بسبب الكورونا و انما بسبب اخلاقها من أجل الشهرة و كثرة المتتبعين أصبح البعض يقذف في أعراض الأخرين أو يستعمل ايحاءات ذات مغزى عنصريو للأسف الأخبار الكاذبة عن الكورونا أكثر من الأخبار الصحيحة و المفيدة اللهم بعض المواقع المسؤولةنحن فيروس أخطر من كورونا
-75,صرح بعض السياسيين ان الصين قوة رجعية تنوي تحويل جنوب شرق آسيا إلى منطقة لنفوذها ألا ينطبق هذا على المغرب القرن أوسطي .
84,على السلطات المغربية وقف الرحلات الجوية الى الصين....ماذا ننتظر ...بعد ان توقفت خطوط عالمية كبرى؟
103,فعلا الصين او الصينيون يشكلون خطرا على العالم متلهم متل هاد الفيروس بحيت أينما حليت وارتحلت تجدهم متل كوكاكولا وفي جميع القارة بحيت بستعمرون العالم بتجارتهم الرخيصة و مطاعمهم كذالك الرخيصة وليس بالسلاح ويقيمون مدنهم الخاصة بهم ولا ينسهرون في المجتمعات الأخرى ويتملصون من الضرائب وفي غالب الأحيان يقيمون في بلدان أخرى كاوربا وكذالك المغرب وبلادنا جنت على نفسها برفع التأشيرة عليهم، قوم هاجوج وماجوج
-26,ومع ذلك لم نسمع أنهم اتهموا الغرب بالتآمر عليهم، لو كانوا مثل ذلك القوم المعروف، لغمروا وسائل التواصل الاجتماعي بمظاهر المظلومية وكل أنواع نظريات المؤامرة وأن كل ذلك لمحاربة دينهم الخ الخ
55,اما نخن في المغرب فلا مجال للمقارنة بالدول التي تعتز بمواطنيها.. اصلا هنا المواطنون يموتون كل يوم بقلة الاسعافات و الادوية و التطبيب و لا نحتاج الى كورونا فالمغرب له كورونات مختلفة في كل المجالات و خير مثال مستعجلات مستشفى الادريسي الذي يعج بمواطنين ينتظرون سوى القبر.. الله غالب
11,كما قيل و يقال ، للنجاح ثمن .كالمعتاد ، الدي لا يستطيع المنافسة الشريفة و لا يقبل تفوق غيره عليه ؟يطعن من الخلف!! و هدا أسلوب حقير يسلكه الجبناء .الصين بلد عظيم .الصين مهد الحضارات .الصين قوة عظمى بسواعد أهلها لم تكن يوما بلدا إمبيرياليا .إدا كان الصينيون يأكلون الحشرات فداك شأنهم في كل البلدان عادات يعتبرها الغير غريبة إدا حصل و انتشر فيروس ما بسبب عادة ما فدلك وارد في كل بلاد العالم .و تحية راقية للشعب الصيني العظيم .
12,انا لم اسمع يوما بفيروس انتشر بامريكا فهل هي تطلق غازات في الهواء تطرد الفيروساتاما عن الصين فليست معاداة بل فقط احتياطات من طرف الدول
10,من الطبيعي ان تنمو مشاعر كهذه لدى بعض الشعوب ومنها العربية، لانها تربت على حب النفس، في حين أن الارض ملك للجميع وللجميع الحق في العيش كما للجميع عاداته وتقاليده التي وجب احترامها.ولنا فيما يحدث من تقتيل في دول الربيع العربي اكبر دليل على ان الحقد مدفون داخلنا ينتظر الفرصة المناسبة للخروج للعلن ليعبر عن تناقض تعايشنا الزائف.وما كورونا الا شيء بسيط مما ينتظر العالم في المستقبل.
20,لماذا الدولة الصينية لا تهتم بصحة مواطنيها بسبب غياب المراقبة قد تتسبب في وباء فتاك يدمر جميع البشر .......ما فائدة الدولة إذا كانت عاجزة عن منع اكل الخفافيش اذا فنحن امام دولة ضعيفة همها فقط جمع الدولارات...
12,مند قرون و اغلبية الصينيين ياكلون اشياء غريبة فلمادا الفيروس في هدا التوقيت بالداتاتمنى ان تتعاون الدول لوضع حد لانتشاره اما ادا كان السبب هو التغدية فمن الاحسن ان تجلب الصين بعض حاجياتها من الخارج و لو لمدة معينة
45,الفيروس أو الوباء انتقل من الحيوان والطيور الى الإنسان وأخيرا بدا هذا الوباء ينتقل من إنسان الى إنسان ، الدول العظمى بدأت تحس بانها هي الأقوى وهي التي تحيي وتميت وأخطأت الطريق وأصبحت نظرتها الى الكون والإنسان والحياة مادية فقط ولا تؤمن بالغيبياة بان لهذا الكون مالك وخالق . الصين أجرمت في حق المسلمين تبيد وتهجر وتفصل المسلمين حتى تقضي على ديانتهم وتمحورها من الوجود بمباركة صمت عالمي لانهم لم يراجعوا تاريخ من قبلهم كيف اهلكوا بعد إعلانهم الحرب على خالق الكون والإنسان والحياة
33,هههههمنذ عقود والعالم كله ينظر الى المسلمين بنظرات عنصرية ولا احد يحرك ساكنا مساكين الصينيون يعيشون حالة من العنصرية كل القنوات الفرنسية بثت برامج ومقتطفات من الشارع حول هذه العنصرية بالأمس والكل ينكر هذا العمل المشين الله الله اللهكم استرحنا ليوم واحد ما احلاه ههههه
 9,لا يجب ترك الصين لوحدها في هذه الأزمة وكل الأقوال العنصرية أو الترهيبية تعتبر زيادة في تأزيم الوضع، هناك أكثر من عشرة ملايين شخص في خطر، والحياة متوقفة تماما، مطارات موانئ تجارة وخدمات وسياحة وكل شيء، وهذا لوحده كافي بإحداث الأزمة الكبرى للصين التي لن تذهب تبعاتها قريبا، من واجب منظمة الصحة العالمية واتحاد الصحة الأسيوي وغيره من المنظمات العمل على حصر الوباء والعمل كذلك على إزالة تبعاته في المستقبل القريب، متلازمة الشرق الأوسط أو كورونا فيروس قاتل، وقد ذهب بالعديد من الضحايا في إفريقيا وغيرها، وعلى منظمة الصحة العمل على دراسة الوضع بدقة وتحديد المتسببين في هذه الكارثة الكبرى، على العالم أجمع أن يترك الخلافات جانبا ويبحث عن إقبار هذا العدو المهدد لسلامة وأمن المجتمعات.كل التضامن مع الشعب الصيني، وتحذيري لكل خطاب عنصري تجاه الصين.
7,من الطبيعي أن يشعر الناس بالخوف،من البديهي أن تعم حالة الشك في الأخر ، لأن مسألة الغاية تبرر الوسيلة هنا تبدو منطقية مع متمنياتنا ألا تكون أي حالة متعمدة للإستفزاز أو السخرية.
10,هناك نوعين من العنصرية: التي تأتي من الآخر، وهي المعروفة عالميا، والأخرى التي يكون سببها الأشخاص أنفسهم بسبب تصرفاتهم اللامسؤولة. فالصين أوقعت نفسها في النوع الثاني، كراهية الفطرة البشرية لتلك المأكولات الغريبة الخارجة عن طبيعة الناس.
-5,هاد الفيروس من صنع CIA هناك حرب تحارية الضين اصبحت ندا لمريكا.الصين اصبحت محاصرة لكنها ليست قذرة كامريكا.ليكقولوا المسلمين مضطهدين والله الا كذوب،امريكا بغاة انفصال الاقليم المسلم على الصين على غرار التايوان والسعودية عاونتها بارسلال دعاة لمس دماغ المسلمين هناك،ويقولون لهم ولائكم لللع وليس عباد الاصنام ومن الكلام هدا.هذا هو المشكل اما شوفوا جوامع كاينين حتى فالعاصمة بكين.
-5,هذا الفيروس لا يمكن أن يكون بسبب تلك الأطعمة. الصينيون كانو دائما يتناولون الحشرات و الحيوانات البرية. عصابة يهودية تسببت في نشر هذا الفيروس من أجل هدم الإقتصاد الصيني. أشتري يا هسبريس
 10,"أعلق بكلمة واحدة: ربما ""مؤامرة طبخت ضد الصين""."
25,منذ سنوات والصينيون يقتلون ويعذبون المسلمين في الروهينغا وغيرها من المناطق التي بها الأقليات المسلمة . طردوهم من بلادهم ظلما وعدوانا. والعالم يتفرج ولم يحرك ساكنا كأنهم ليسوا بشرا . سلط الله عليهم فيروسا لا يرى بالعين المجردة أظهر عجزهم وضعفهم وهوانهم .وسوف يطردون بدورهم من كل بقاع العالم ليذوقوا طعم الظلم والقهر والاستكبار في الأرض.ما أعدلك يارب.
3,سؤال:لو لم تكن تقنية الأنترنيت و الهواتف الذكية و كل تقنيات شبكات التواصل ؟؟؟؟؟لو لم تكن في حاضرنا هذا، هل سنعلم بشيء ؟؟؟؟؟ هل ستكون هذه الزوبعة و هذه الحروب؟؟؟؟؟العالم أصبح قرية صغيرة..حزقة في مدغشقر صحاب كندا اخرجوا في مظاهرات !!!!!!
22,الفيروس يحتوي على حمض dna مستحيل ان يكون من صنع البشر ..الصين عزلت مليون ايغوري مسلم في المعتقلات .فعزلهم الله عن العالم !!فلا تحسبن الله غافلا عما يعمل الظالمون
8,الفيروسات والأمراض عامه لا تعرف حدودا ولا تفرق بين هذا وذاك .إذن كفانا نشر الجهل و الخرافات
14,انا اعيش بكندا ويعمل معي صينيين كانو يعملون هنا منذ سنوات وتعرف من نظراتهم وكلامهم انهم يحسون بالتمييز ضدهم بسبب الفيروس والكل يحاول تجنبهم خوفا من نقل العدوى رغم انهم لم يذهبو لصبن منذ سنوات لكن يخافون ان يكون لهم اتصال بمصاب . فمثلا انا لم اسال سيدة صينية تعمل معي لكني تفاجأت تقول لي انا لم اذهب لصين منذ سنتين
8,بعض المعلقين حاضيين غير الانتقام من الله على الصينيين لسبب معين، ونساو المشكل او المشاكل فين كاين...، لا علم لا تربية لا اخلاق لا...
-3,ملي كنقر التعليقات ديالوكم كنعرف كيفاش الجهل متفشي فالمغرب.اغلبية كتقول عذاب الله،اوى هاد الله راه باغي يفني البشرية لان هاد الفيروس لايفرق بين مسلم او اخر.راكم مراض دهنيا.الشكر للكفار لكيشتغلوا لعلاج الناس والبشرية،اما كون كانت البشرية بحالكم كون انقرضنا..وفيقوا من الناعس وخليكوم من الخرايف.الامم كتقدم نتما مقابلين قريش،شوفوا اسبانيا غير حداكم لكن لا خاصكم تبعوا قريش.
1,هناك شركات في أوروبا واليابان أوقفت الإستيراد و التصنيع في الصين تفاديا لانتقال الفيروس ... وهذا أمر طبيعي لأن انتقال الفيروس يتم بسهولة عن طريق الهواء التنفسي... فماذا عن المغرب ؟
5,طورت الصين تقنية الذكاء الاصطناعي لتتبع الناس و التجسس عليهم . الان هي في حاجة لذكاء اصطناعي لتتبع المصابين بالفيروس اللعين .
7,الجهل وما أدراك ما الجهل كلما أقرأ تعليقات دول العالم الثالث إلا و أصاب بخيبة أمل وأتأسف لكمية الجهل والتخلف نظرية المؤامرة خربت عقول البعض، وا أسفاه. كل شعب يستحق التقدم أو التخلف الذي يميزه، لأنه هو من يساهم في هذا أو ذاك.
4,راه التهاب الكبد الفيروسي أخطر وعدد المغاربة المصابين به كبير جدا. المغاربة شحال عزيز عليهم الركوب على الأمواج
5,لايخيفني كورونا بل يخيفني المشرملين واللصوص والبانضيا ديال الليل .هؤلاء هم ڥيروسات مجتمعنا الذين لايرحمون ولا يخيفهم لا البوليس ولا السجن . 
"4
 ",الآن في روما ضهرة حالتين لزوجين صينياني من السواح المتواجدون في روما- إيطاليا مند بداية شهر يناير وكانا في فندق عندما شعر احدهما بحمى حادة و حمل الى المستعجلات فاتصح انهما لإثنين كانا في بداية ضهور الفيروس كورونا عليهما ثم وضعا في حجز بجناح خاص بمستشفا spallanzani بمدينة روما !!! و على اتر ذلك و مباشرة اعلنة الحكومة في خطاب لرئيس الدولة الاغلاق التام للحدود من والى الصين بصفة رسمية٠“ و حكومتنا لي خلات لمطارات مفتوحين لي جاي هارب من الصين ادخل عندنا ؟؟؟حالتنا حالة
0,الاتحاد الأوروبي يشتري منا بما يريد ومشي حنا لنبعو باش بغيناء. عله مخاسرين ولا بنت لهوم غي مع تركيا زعم حيط قصير.
7,أظن أن هذا الفيروس سيصل لمرحلة الذروة في العشر أيام المقبلة وبعدها سيترجع بشكل نسبي،لكن إذ لم يتم إكتشاف لقاح فعال في الأيام المقبلة سيكون مصير أغلب المصابين الموت.
1,رسالة مفتوحة الى المنظمة العالمية لصحة ، الابحاث العلمية السابقة تجاوزها الزمان ، تغيرت الفلسفة من العلوم التجريبية الى العلوم الطبيعية ، يجب اعادة الابحاث من جديد حتى تواكب التغيرات الادوية الصيدلية لا تجدي نفعا هذا فيما يتعلق بالطب (( البشري و البيطري ))التغيرات الكونية دخلت منعطف جديد له علاقة بالمنظومة العلمية برمتها ، ذبذبات كونية تؤثر على الملاحة الجوية و على الملاحة البحرية و على التواصل السلكي و الا سلكي و على الطبيعة .
9,لم يعد الصينيون والكوريون يتجولون في كرنيش أكادير لأن المغاربة يحاولون ماامكن الهروب عن الاحتكاك بهم لذلك هناك منهم من غادر ومنهم من حبس نفسه وهناك من يتفادى الاماكن الآهلة بالمغاربة ههههه قوسنا على الشينوا حتى ولاو مساكين يحتاجون المساعدة الله احسن عوانهوم
3,"لكاذا إذن تصر منظمة الصحة العالمية على عدم إعلان ""حالة الطوارئ العالمية"" ؟؟؟.الوضع خطير بالفعل لأن الفيروس تحول لوباء يجتاح العالم والآسيويون هم أكثر عرضة للإصابة من غيرهم لأنهم يأكلون الحيوانات الحاضنة للفيروس . وسرعان ما سينقلونه لغيرهم . وأشك أن العلم فعلا يستطيع انتاج العقار المناسب للقضاء على الفيروس . لأن الباحثين اغفلو أن لكل داء وفيروس ترياق في الطبيعة فقط . ووجب البحث في الطبيعة وليس في المختبرات . لأن الطبيعة هي الحل ."
2,إلى حدود الساعة الإجراءات الإحترازية التي تقوم بها الصين و باقي الدول عبر المطارات والموانئ هي أفضل ما يمكن القيام به،وهي التي ستكون كفيلة بالإنتصار على خبث هذا الفيروس.
-1,رحم الله من مات بسبب الفيررس او غيره من الاسباب و نتمنى الشفاء للمرضى باي مرض كان ، كما نتمنى لمراكز البحث الطبي العالمي النجاح في ايجاد الدواء الشافي لهدا المرض ، الصينيون شعب طيب و محترم ، كما أن الصين دولة متقدمة وجد متطورة ، الصينيون لهم ثقافتهم و اعرافهم خاصة بهم ، نتمنى لهم كل الخير و الأمن الصحي لبلدهم .
55,1000 كورونا أو البيجيدي بن كيران ٧ الملايين والآخرين الله يلطف بينا
